Dirección,Territorio (1 al 7),Coordenadas (click derecho en maps),Nombre,Categoría,Icono (JPG o PNG),Foto (Si aplica)**,Descripción
"Sierra Bella 2888, Centro Civico",1,"-33.48343350554963, -70.63156566048212",PROGRAMA MUJERES JEFAS DE HOGAR,Mujer y Equidad de Genero,0091 TALLERES PARA LAS MUJERES.png,,"Ciclo de talleres""Mujeres con voz y liderazgo"""
"Piscina Municipal Temperada, Carlos Valdovinos 287",1,"-33.48364585146848, -70.63020641539326",PROGRAMA MUJERES JEFAS DE HOGAR,Mujer y Equidad de Genero,00158_PROGRAMA_MUJERES_JEFAS_DE_HOGAR.png,,Hito inicial PMJH 2023
JJVV Las Flores ,1,"-33.48219968770502, -70.62473951459252",OPERATIVO SOCIAL,Social y Comunitario ,00107 OPERATIVOS SOCIALES.png,,"Operativos sociales, con multiples servicios, como Registro social de hogares, Desarrollo Social, Oficina de Discapacidad e inclusión, Chile crece contigo, entre otros apoyos."
JJVV San Francisco de California ,1,"-33.47814698722821, -70.63842283092244",OPERATIVO SOCIAL,Social y Comunitario ,00107 OPERATIVOS SOCIALES.png,,"Operativos sociales, con multiples servicios, como Registro social de hogares, Desarrollo Social, Oficina de Discapacidad e inclusión, Chile crece contigo, entre otros apoyos."
JJVV San Pedro,1,"-33.47490176381543, -70.63276762806007",OPERATIVO SOCIAL,Social y Comunitario ,00107 OPERATIVOS SOCIALES.png,,"Operativos sociales, con multiples servicios, como Registro social de hogares, Desarrollo Social, Oficina de Discapacidad e inclusión, Chile crece contigo, entre otros apoyos."
JJVV El Carmen,1,"-33.47970059092784, -70.63122718856704",OPERATIVO SOCIAL,Social y Comunitario ,00107 OPERATIVOS SOCIALES.png,,"Operativos sociales, con multiples servicios, como Registro social de hogares, Desarrollo Social, Oficina de Discapacidad e inclusión, Chile crece contigo, entre otros apoyos."
JJVV Nueva Carmen,1,"-33.48192636120042, -70.63415392401647",OPERATIVO SOCIAL,Social y Comunitario ,00107 OPERATIVOS SOCIALES.png,,"Operativos sociales, con multiples servicios, como Registro social de hogares, Desarrollo Social, Oficina de Discapacidad e inclusión, Chile crece contigo, entre otros apoyos."
"JJVV Musicos del Mundo, Gluck 2795",1,"-33.477977532667815, -70.62673953777298",CONSEJO EN TU BARRIO  ,Social y Comunitario ,00108 CONSEJO EN TU BARRIO.png,,Consejo en tu barrio
"JJVV Vicente Navarrete , Casablanca 2599",1,"-33.47842992610345, -70.63516438990906",AUDIENCIA EN TU BARRIO ,Social y Comunitario ,00105 AUDIENCIA EN TERRENO.png,,Audiencia en tu barrio
Gimnasio Municipal,1,"-33.48308252921477, -70.63171657693465",OPERATIVO PERSONAS MAYORES,Social y Comunitario ,Pendiente de creacion (Operativo personas mayores),,Operativo personas mayores
Av. Isabel Riquelme 262,1,"-33.482863590453555, -70.62743271044735",OPERATIVO FALP,Social y Comunitario ,00109 OPERATIVO FALP.png,,Operativo FALP
Todo el territorio ,1,Todo el territorio ,PUERTA A PUERTA ,Social y Comunitario ,00106 PUERTA A PUERTA.png,,Puerta a puerta
"Sierra Bella 2888, Centro Civico ",1,"-33.48343350554963, -70.63156566048212",BUS DE LA JUSTICIA,Social y Comunitario ,00159_BUS_DE_LA_JUSTICIA.png,,Bus de la justicia
Carlos Valdovinos 287 (Frente a piscina municipal),1,"-33.48366036901886, -70.63020289177518",OPERATIVO CON D.O.S,Social y Comunitario ,Pendiente de creación ,,Operativos con D.O.S
Plaza Luis Marchant,1,"-33.476523581174746, -70.63153362050511",VECACIONES EN TU PLAZA,Social y Comunitario ,0038 VACACIONES EN TU PLAZA.png,,Vacaciones en tu Plaza
plaza las flores (Mozart con Haydn),1,"-33.481355152459756, -70.62491560728513",VERANO EN TU BARRIO 2024,Social y Comunitario ,00110 VERANO EN TU BARRIO.png,,Verano en tu Barrio 2024
"Plaza Casa Blanca (Carlos Silva Vildosola con Casa Blanca, interior plaza)",1,"-33.47705353741287, -70.63569156147703",VERANO EN TU BARRIO 2024,Social y Comunitario ,00110 VERANO EN TU BARRIO.png,,Verano en tu Barrio 2024
Población El Carmen (Pintor Cicarelli con Lira),1,"-33.47637758653776, -70.63125282854409",VERANO EN TU BARRIO 2024,Social y Comunitario ,00110 VERANO EN TU BARRIO.png,,Verano en tu Barrio 2024
Población Chile (Palestrina con Verdi),1,"-33.477770959885795, -70.62545280497542",VERANO EN TU BARRIO 2024,Social y Comunitario ,00110 VERANO EN TU BARRIO.png,,Verano en tu Barrio 2024
Rivas (Rivas entre Pacifico y Santa Rosa),1,"-33.480245917603305, -70.63726760098508",VERANO EN TU BARRIO 2024,Social y Comunitario ,00110 VERANO EN TU BARRIO.png,,Verano en tu Barrio 2024
san francisco de california (Cancha Isabel Riquelme),1,"-33.477713511166854, -70.63850889449772",VERANO EN TU BARRIO 2024,Social y Comunitario ,00110 VERANO EN TU BARRIO.png,,Verano en tu Barrio 2024
Celia Solar 95 (Edificio Celia Solar]),1,"-33.47198522003563, -70.62513823310898",MITIGACIONES PROYECTOS INMOBILIARIOS ,Desarrollo Urbano,0015 PROYECTO INMOBILIARIO.png,,"Pasos peatonales, aceras, estacionamientos, y areas verdes celia solar. diseño ciclovia Santa Elena, entre rodrigo de araya y Vicuña Mackenna."
Rivas 565 (Edificio rivas),1,"-33.47972761865913, -70.63814398978221",MITIGACIONES PROYECTOS INMOBILIARIOS ,Desarrollo Urbano,0015 PROYECTO INMOBILIARIO.png,,"Veredas, platabanda y iluminación "
Carlos Valdovinos 201 (Edifios Carlos Valdovinos),1,"-33.484939153186524, -70.62716510566027",MITIGACIONES PROYECTOS INMOBILIARIOS ,Desarrollo Urbano,0015 PROYECTO INMOBILIARIO.png,,"Iluminacion peatonal, veredas, vallas peatonales, pasos peatonales"
PH434-Parada 8 / (M) Bío Bío,1,"-33.477098073548795, -70.64166028883744",PROYECTO IMPACTO NIVEL COMUNAL,Desarrollo Urbano,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,Plan de mantenimiento de puntos de paradas de buses (en ejecucion 2024)
PH206-Parada 4 / (M) Bío Bío,1,"-33.47900940708978, -70.64175828870657",PROYECTO IMPACTO NIVEL COMUNAL,Desarrollo Urbano,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,Plan de mantenimiento de puntos de paradas de buses (en ejecucion 2024)
PH160-Parada 2 / Paradero 3 Santa Rosa,1,"-33.4801843360226, -70.64167332754718",PROYECTO IMPACTO NIVEL COMUNAL,Desarrollo Urbano,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,Plan de mantenimiento de puntos de paradas de buses (en ejecucion 2024)
PH139-Parada 3 / Paradero 3 Santa Rosa,1,"-33.48059820485495, -70.64183120973487",PROYECTO IMPACTO NIVEL COMUNAL,Desarrollo Urbano,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,Plan de mantenimiento de puntos de paradas de buses (en ejecucion 2024)
Construccion Linea 9 de Metro,1,"-33.477042886983625, -70.64190120231305",PROYECTO IMPACTO NIVEL COMUNAL,Desarrollo Urbano,0027 PROYECTO POR EJECUTARSE.png,,Construcción de Metro Linea 9
Plan Maestro entorno a estaciones Línea 5 Metro ,1,Multiforma (comprende Santa Rosa desde Av. Carlos valdovinos hasta la altura de Santa Maria ,PROYECTO IMPACTO NIVEL COMUNAL,Desarrollo Urbano,0027 PROYECTO POR EJECUTARSE.png,,Plan Maestro entorno estaciones linea 5 de metro
Rivas 531 (DS 49),1,"-33.48009237337779, -70.63522174909697",PROYECTOS VIVIENDA ,Desarrollo Urbano,0015 PROYECTO INMOBILIARIO.png,,Se contruiran 277 viviendas
Schubert 170 (Vivienda Social Arriendo a Precio justo),1,"-33.48259388014672, -70.62326118808265",PROYECTOS VIVIENDA ,Desarrollo Urbano,0015 PROYECTO INMOBILIARIO.png,,231 Vivienda social a precio justo 
"Lira 1, Pintor Cicarelli 291 (DS49)",1,"-33.47597244793278, -70.62996232234833",PROYECTOS VIVIENDA ,Desarrollo Urbano,0015 PROYECTO INMOBILIARIO.png,,263 Viviendas (DS49)
"Lira 2, Pintor Cicarelli 287 (DS49)",1,"-33.47581116402495, -70.62978369014965",PROYECTOS VIVIENDA ,Desarrollo Urbano,0015 PROYECTO INMOBILIARIO.png,,263 Viviendas (DS49)
"Santa Rosa, entre Av. Carlos Valdovinos y Av. Presidente Salvadore Allende",2,"-33.4809978218265, -70.64166904193227 & -33.49504831079638, -70.63971637516529",Seguridad e Iluminación,Desarrollo Urbano,00123 LUMINARIA.png,,Ejecutado 2024. Recambio Luminico Eje Santa Rosa (Subdere)
Pasaje Juan Nieto,2,"-33.49504831079638, -70.63971637516529",Seguridad e Iluminación,Desarrollo Urbano,00123 LUMINARIA.png,,"Ejecutado 2024: Proy. ""Iluminemos San Joaquin"" (SPD)"
Pasaje Juan Nieto,2,"-33.49504831079638, -70.63971637516529",Seguridad e Iluminación,Desarrollo Urbano,00123 LUMINARIA.png,,"Ejecutado 2024: Proy. ""Iluminemos San Joaquin"" (SPD)"
Pasaje Anakena,2,"-33.49504831079638, -70.63971637516529",Seguridad e Iluminación,Desarrollo Urbano,00123 LUMINARIA.png,,"Ejecutado 2024: Proy. ""Iluminemos San Joaquin"" (SPD)"
Pasaje Anakena,2,"-33.49504831079638, -70.63971637516529",Seguridad e Iluminación,Desarrollo Urbano,00123 LUMINARIA.png,,"Ejecutado 2024: Proy. ""Iluminemos San Joaquin"" (SPD)"
Matta Vial,2,"-33.49085862442215, -70.64019982325014 & -33.49072441078659, -70.6382525394529",Seguridad e Iluminación,Desarrollo Urbano,00123 LUMINARIA.png,,Etapa de recepción Proy. Mejoramiento iluminación peatonal en diversos puntos de San Joaquín  (Subdere PMB)       
Psj. Anakena & Padre Mariano Puga,2,"-33.48631323523575, -70.64058553320223",Seguridad e Iluminación,Desarrollo Urbano,00123 LUMINARIA.png,,Etapa de recepcion Proy. Mejoramiento Iluminacion Peatonal (Subdere PMB)
Mateo de Toro y Zambrano y Embajador Noel,2,"-33.49367532793654, -70.63346467314776",Seguridad e Iluminación,Seguridad,00127_INCENDIOS.png,,"Icendio inmueble, Karl Brunner & Santa Elisa"
Santa Elisa 3439,2,"-33.48777947746402, -70.63938286944453",Seguridad e Iluminación,Seguridad,00127_INCENDIOS.png,,"Incendio Inmueble, Santa Elisa 3439 "
Mateo de Toro y Zambrano y Embajador Noel,2,"-33.49361978995498, -70.6333256434334",Seguridad e Iluminación,Seguridad,00127_INCENDIOS.png,,Incendio Predio
Santa Rosa 3954,2,"-33.4928234780673, -70.6402350139115",Seguridad e Iluminación,Seguridad,00127_INCENDIOS.png,,Incendio Madedera
Santa Rosa & Padre Mariano Puga,2,"-33.48623466415617, -70.64072311864322",Seguridad e Iluminación,Seguridad,00127_INCENDIOS.png,,Incendio Ruko
Aysen 3225,2,"-33.48644308702204, -70.63116099913063",Seguridad e Iluminación,Seguridad,00128_SUSPENSION_AGUA.png,,Suspencion de Servicio (Rotura de Matriz)
Darwin & Av. Las Industrias,2,"-33.48594956330239, -70.62990923769615",Seguridad e Iluminación,Seguridad,00128_SUSPENSION_AGUA.png,,Suspencion de Servicio (Rotura de Matriz)
Jorge Canning 513,2,"-33.48709433563712, -70.63647999247885",Seguridad e Iluminación,Seguridad,00128_SUSPENSION_AGUA.png,,Anomalia de suministro agua potable / Perdida de Presion 
Darwin & Av. Las Industrias,2,"-33.48595793752641, -70.62996758891705",Seguridad e Iluminación,Seguridad,00128_SUSPENSION_AGUA.png,,Anomalia de suministro agua potable / Perdida de Presion 
Mateo de Toro y Zambrano y Contancia,2,"-33.491212986352906, -70.6333267111976",Seguridad e Iluminación,Seguridad,00137_ACCIDENTE_ELECTRICO.png,,Caida de plancha sobre tendido electrico
Av. Carlos Valdovinos 560,2,"-33.48195246642198, -70.6380729535867",Seguridad e Iluminación,Seguridad,00137_ACCIDENTE_ELECTRICO.png,,Caida de poste sobre tendido electrico
Bennozo Gozzoli 4136,2,"-33.494785332183746, -70.62995477491228",Seguridad e Iluminación,Seguridad,00126_ATENCIONES_DE_EMERGENCIAS.png,,-Caída de arboles y caída de ramas
Santa Rosa 4040,2,"-33.49430383398814, -70.63977420529591",Seguridad e Iluminación,Seguridad,00126_ATENCIONES_DE_EMERGENCIAS.png,,-Caída de arboles y caída de ramas
Darwin 320,2,"-33.48587650645884, -70.6313554461643",Seguridad e Iluminación,Seguridad,00126_ATENCIONES_DE_EMERGENCIAS.png,,-Caída de arboles y caída de ramas
Lucrecia Fernandez & Springfield,2,"-33.486642149332525, -70.63069036557756",Seguridad e Iluminación,Seguridad,00126_ATENCIONES_DE_EMERGENCIAS.png,,-Caída de arboles y caída de ramas
Venecia & Padre Mariano Puga,2,"-33.487260617190366, -70.63611188249172",Seguridad e Iluminación,Seguridad,00126_ATENCIONES_DE_EMERGENCIAS.png,,-Caída de arboles y caída de ramas
Springhill 3360,2,"-33.48893885714496, -70.63104929692102",Seguridad e Iluminación,Seguridad,00120 GESTION SEGURIDAD COMUNIDAD.png,,Comites de Seguridad Territorio 2
Lucrecia Fernandez & Springfield,2,"-33.48665033657341, -70.63069620543703",Seguridad e Iluminación,Seguridad,00120 GESTION SEGURIDAD COMUNIDAD.png,,Comites de Seguridad Territorio 2
Pasaje Hanga Roa,2,"-33.48554496593945, -70.63993766148313",Seguridad e Iluminación,Seguridad,00120 GESTION SEGURIDAD COMUNIDAD.png,,Comites de Seguridad Territorio 2
Mataveri & Sanchez Colchero,2,"-33.48540959779439, -70.63609032797963",Seguridad e Iluminación,Seguridad,00120 GESTION SEGURIDAD COMUNIDAD.png,,Comites de Seguridad Territorio 2
San Gregorio 3461,2,"-33.48831551347583, -70.63556335830627",Seguridad e Iluminación,Seguridad,00120 GESTION SEGURIDAD COMUNIDAD.png,,Ejecutado Proy. Telecentro Comunitario La Legua Fase II
Alcalde Pedro Alarcon 392,2,"-33.49029393598071, -70.63226012768449",Seguridad e Iluminación,Seguridad,0017 PROYECTOS EJECUTADOS.png,,Fondo Nacional de Desarrollo Regional - SNI ; Proyecto Ampliacion Quinta Compañia de Bomberos
Mejillones,2,"-33.48907116053364, -70.62993855442792",Pavimentacion de Veredas y Calles ; Seguridad Vial y Peatonal,Desarrollo Urbano,0027 PROYECTOS POR EJECUTARSE 2025.png,,Pavimentacion Participativa a Ejecutarse
Calle Comercio entre Av. Las Industrias / Padre Mariano Puga,2,"-33.49361249279977, -70.63118348467188",Pavimentacion de Veredas y Calles ; Seguridad Vial y Peatonal,Desarrollo Urbano,0027 PROYECTOS POR EJECUTARSE 2025.png,,"LLamado ""31""Proyectos para Programas de Pavimentos Participativos que construyen calles y aceras de San Joaquin"
Pasaje Juan Nieto,2,"-33.482791935986214, -70.63865748822414",Pavimentacion de Veredas y Calles ; Seguridad Vial y Peatonal,Desarrollo Urbano,0027 PROYECTOS POR EJECUTARSE 2025.png,,Pavimentacion Participativa a Ejecutarse 2025 ; Llamado 33
"Primero de Septiembre, entre Av. Las Industrias y Padre Mariano Puga",2,"-33.49052612096895, -70.6382969236095",Pavimentacion de Veredas y Calles ; Seguridad Vial y Peatonal,Desarrollo Urbano,"Pendiente de Creacion (postulacion Proyectos), tramo de color",,"Postulacion 2025, Proyeccion Ingenieria Veredas"
Mateo de Toro y Zambrano 3463,2,"-33.48974378834338, -70.63316088493949",Pavimentacion de Veredas y Calles ; Seguridad Vial y Peatonal,Desarrollo Urbano,0077 LOMO DE TORO.png,,-Lomos de Toro de Asfalto Ejecución 2024
Cabildo 3674,2,"-33.49044559250337, -70.63828619477317",Pavimentacion de Veredas y Calles ; Seguridad Vial y Peatonal,Desarrollo Urbano,0077 LOMO DE TORO.png,,-Lomos de Toro de Asfalto Ejecución 2024
Zenon Torrealba,2,"-33.48985452103866, -70.6374982841564",Pavimentacion de Veredas y Calles ; Seguridad Vial y Peatonal,Desarrollo Urbano,0077 LOMO DE TORO.png,,Instalacion de Reductores de Caucho
Las Industrias 3303,2,"-33.48882825679169, -70.62969805270089",Pavimentacion de Veredas y Calles ; Seguridad Vial y Peatonal,Desarrollo Urbano,00130_SENALIZACION_DEMARCACION.png,,Demarcacion Señalizacion horizontal
Zenon Torrealba,2,"-33.48985452103866, -70.6374982841564",Pavimentacion de Veredas y Calles ; Seguridad Vial y Peatonal,Desarrollo Urbano,00130_SENALIZACION_DEMARCACION.png,,Demarcacion Estacionamiento de Discapacidad
Matta Vial 635,2,"-33.49076265402442, -70.63843890270068",Pavimentacion de Veredas y Calles ; Seguridad Vial y Peatonal,Desarrollo Urbano,00162_MEDIDAS_DE_MITIGACIÓN_DE_EISTU.png,,Estudio y Aplicacion de medidas de Impacto Sobre el Sistema de Transporte Urbano
Juan Nieto Interior,2,"-33.48293304054192, -70.63858125574083",Medio Ambiente/Areas Verdes,Medioambiente,0072 P. AREAS VERDES EJECUTADOS.png,,Mejoramiento Plazoleta Juan NIeto ; SUBDERE Plan Calles sin Violencia
Mataveri & Carmen,2,"-33.48596675066351, -70.6352668011643",Medio Ambiente/Areas Verdes,Medioambiente,0071 MEJORAMIENTO PLAZAS.png,,"Mejoramiento, Instalacion de Toldos en Diversas Plazas de la Comuna"
Plaza Salvador Allende,2,"-33.49012894501844, -70.63222540824857",Medio Ambiente/Areas Verdes,Medioambiente,0043 MEJORAS DE INFRAESTRUCTURA.png,,Mejoramiento Acceso y Muro Escuela su Santidad Juan XXIII - Plaza Salvador Allende/ Subsecretaria Prevencion del Delito - BP 
"Av. Las Industrias, entre Carlos Valdovinos y Drake",2,"-33.485345473395654, -70.62984293049414",Medio Ambiente/Areas Verdes,Medioambiente,0072 P.AREAS VERDES EJECUTADOS.png,,"Mejoramiento de Areas Verdes DIMAYO 2024: Mejoramiento de 1013 M2, areas verdes de Av. Las Industrias (entre Carlos Valdovinos a Drake)"
Alvarez de Toledo 569,2,"-33.49171371581034, -70.63821771804608",Medio Ambiente/Programa Educacion Ambiental,Medioambiente,00164_EDUCACION_AMBIENTAL.png,,- ESCUELA DE ECOLOGÍA-VIDA SANA Y SALUDABLE: CESAM SJ: Alvarez de Toledo 569
Alcalde Pedro Alarcon 401,2,"-33.48999135388477, -70.6321340892098",Medio Ambiente/Programa Educacion Ambiental,Medioambiente,00164_EDUCACION_AMBIENTAL.png,,PROGRAMA EDUCACIÓN ECOLÓGICA: Escuela su Santidad Juan XXIII
Álvarez de Toledo & Padre Mariano Puga,2,"-33.4921692785, -70.6311795199005",Medio Ambiente/Programa Educacion Ambiental,Medioambiente,00164_EDUCACION_AMBIENTAL.png,,"RECUPERACIÓN SUSTENTABLE DE ESPACIOS URBANOS - Álvarez de Toledo/ Mariano Puga, frente a Jardín Infantil los Copihues"
Copacabana & Mateo de Toro y Zambrano,2,"-33.4928506312798, -70.63341233339142",Medio Ambiente/Programa Educacion Ambiental,Medioambiente,00164_EDUCACION_AMBIENTAL.png,,"RECUPERACIÓN SUSTENTABLE DE ESPACIOS URBANOS - Mateo de Toro y Zambrano/Copacabana
"
Mataveri & Venecia,2,"-33.48555929982973, -70.63553577571915",Medio Ambiente/Programa Educacion Ambiental,Medioambiente,00164_EDUCACION_AMBIENTAL.png,,"RECUPERACIÓN SUSTENTABLE DE ESPACIOS URBANOS - Venecia /Mataveri JJVV
"
Alvarez de Toledo & Santa Rosa,2,"-33.49204816882362, -70.6398409693789",Medio Ambiente/Programa Educacion Ambiental,Medioambiente,00164_EDUCACION_AMBIENTAL.png,,RECUPERACIÓN SUSTENTABLE DE ESPACIOS URBANOS -  Álvarez de Toledo llegando a Santa Rosa
Alcalde Pedro Alarcon 401,2,"-33.48999135388477, -70.6321340892098",Medio Ambiente/Programa Educacion Ambiental,Medioambiente,00164_EDUCACION_AMBIENTAL.png,,RECUPERACIÓN SUSTENTABLE DE ESPACIOS URBANOS/SALIDAS ECOLÓGICAS: Brigada Ecológica Escuela su Santidad Juan XXIII
Alcalde Pedro Alarcon 401,2,"-33.48999135388477, -70.6321340892098",Medio Ambiente/Programa Educacion Ambiental,Medioambiente,00164_EDUCACION_AMBIENTAL.png,,Brigada Ecológica Escuela su Santidad Juan XXIII
Mataveri & Santa Rosa,2,"-33.48507493518022, -70.64082697484908",Medio Ambiente/Animales,Medioambiente,00103 OPERATIVO VETERINARIO.png,,Atencion Realizada JJVV Jardines II
Juan Nieto Interior,2,"-33.48298165903196, -70.63857671671745",Medio Ambiente/Animales,Medioambiente,104 OPERATIVO VETERINARIO.png,,Atencion Realizada JJVV Juan Nieto
Venecia 3281,2,"-33.48578286641354, -70.63566371165629",Medio Ambiente/Animales,Medioambiente,105 OPERATIVO VETERINARIO.png,,Atencion Realizada JJVV Legua Emergencia
Mateo de Toro y Zambrano 3760,2,"-33.49112207024253, -70.63317953339158",Medio Ambiente/Animales,Medioambiente,106 OPERATIVO VETERINARIO.png,,Atencion Realizada JJVV Nueva Legua
Lucrecia Fernandez 300,2,"-33.48656555328589, -70.6307517199009",Medio Ambiente/Animales,Medioambiente,107 OPERATIVO VETERINARIO.png,,Atencion Realizada JJVV Anibal Pinto
Santa Rosa 3280,2,"-33.48498548433075, -70.64056471804646",Medio Ambiente/Animales,Medioambiente,108 OPERATIVO VETERINARIO.png,,Atencion Realizada JJVV Jardines II
Mataveri & San Gregorio,2,"-33.48585698465122, -70.6339381691045",Medio Ambiente/Animales,Medioambiente,109 OPERATIVO VETERINARIO.png,,Atencion Realizada JJVV Jardines I
Rapa NUi & Hanga Roa,2,"-33.48567752014792, -70.64014034460773",Medio Ambiente/Animales,Medioambiente,110 OPERATIVO VETERINARIO.png,,Atencion Realizada JJVV Policarpo Toro
Lucrecia Fernandez 300,2,"-33.49112207024253, -70.63317953339158",Medio Ambiente/Animales,Medioambiente,111 OPERATIVO VETERINARIO.png,,Atencion Realizada JJVV  JJVV Anibal Pinto
Juan NIeto Interior,2,"-33.48298165903196, -70.63857671671745",Medio Ambiente/Animales,Medioambiente,112 OPERATIVO VETERINARIO.png,,Atencion Realizada JJVV Juan Nieto
San Gregorio 3984,2,"-33.492952105201674, -70.63592670640952",Medio Ambiente/Animales,Medioambiente,113 OPERATIVO VETERINARIO.png,,Atencion Realizada JJVV Santa Rosa
San Gregorio 3461,2,"-33.48877863445912, -70.63537901433733",Medio Ambiente/Animales,Medioambiente,114 OPERATIVO VETERINARIO.png,,Atencion Realizada Centro Comunitario San Gregorio
San Gregorio 3461,2,"-33.48877863445912, -70.63537901433733",Medio Ambiente/Animales,Medioambiente,115 OPERATIVO VETERINARIO.png,,Atencion Realizada Centro Comunitario San Gregorio
Mateo de Toro y Zambrano & Constancia,2,"-33.491002817545166, -70.63333429106426",Medio Ambiente/Animales,Medioambiente,116 OPERATIVO VETERINARIO.png,,Atencion Realizada JJVV Nueva Legua
San Gregorio 3461,2,"-33.491002817545166, -70.63333429106426",Medio Ambiente/Animales,Medioambiente,117 OPERATIVO VETERINARIO.png,,Atencion Realizada Centro Comunitario San Gregorio
Embajador Noel & San Gregorio,2,"-33.49350180061308, -70.63593741519412",Salud/CESFAM,Medioambiente,PENDIENTE DE CREACION,,Reposicion CESFAM Dr. Arturo Baeza Goñi
Lucrecia Fernandez 300,2,"-33.49112207024253, -70.63317953339158",Salud/Operativos FALP,Salud,00109 OPERATIVO FALP:png,,Operativos preventivos para cancer  de Mamas Instituto Falp
San Gregorio 3461,2,"-33.48877863445912, -70.63537901433733",Salud/Operativos FALP,Salud,00109 OPERATIVO FALP:png,,Operativos preventivos para cancer  de Mamas Instituto Falp
Lucrecia Fernandez 300,2,"-33.49112207024253, -70.63317953339158",Deportes/Talleres Deportivos,Deporte,06_PILATES.png,,Taller Deportivo PILATES en JJVV Anibal Pinto
Industria 354,2,"-33.49290250810057, -70.63202253508382",Deportes/Talleres Deportivos,Deporte,0050 TALLER DE ZUMBA.png,,Taller Deportivo Sede C.D. Vasas (zumba)
San gregorio 3461,2,"-33.48877863445912, -70.63537901433733",Deportes/Talleres Deportivos,Deporte,0050 TALLER DE ZUMBA.png,,Taller Deportivo Centro Comunitario San Gregorio (BASQUETBALL NIÑEZ)
San gregorio 3461,2,"-33.48877863445912, -70.63537901433733",Deportes/Talleres Deportivos,Deporte,0040 BASQUETBOL NIÑEZ.png,,Taller Deportivo Centro Comunitario San Gregorio
San gregorio 3461,2,"-33.48877863445912, -70.63537901433733",Deportes/Talleres Deportivos,Deporte,00166_TALLER_PATINAJE.png,,Taller Deportivo DE PATINAJE Centro Comunitario San Gregorio
Mateo de Toro y zambrano 3760,2,"-33.491287292686714, -70.63326797796725",Deportes/Talleres Deportivos,Deporte,0012 TENIS DE MESA.png,,Taller Deportivo Tenis de Mesa La Legua
San gregorio 3461,2,"-33.48877863445912, -70.63537901433733",Deportes/Talleres Deportivos,Deporte,00167_TALLER_VOLEIBOL.png,,Taller Deportivo VOLEIBAL Centro Comunitario San Gregorio
Industria 354,2,"-33.49318945255665, -70.63136663623263",Deportes/Proyectos Deportivos,Deporte,00100 MEJORAMIENTO INFRAESTRUCTURA DEPORTIVA.png,,Proyecto de Mejoramiento de Instalaciones del Club Deportivo Vasas
Mataveri,2,"-33.485111210270325, -70.64043802925625",Deportes/Proyectos Deportivos,Deporte,0017 PROYECTOS EJECUTADOS.png,,Proyecto Mejoramiento Explanada Mataveri F1
Mataveri,2,"-33.48499935816573, -70.63994986720238",Deportes/Proyectos Deportivos,Deporte,0017 PROYECTOS EJECUTADOS.png,,Proyecto Mejoramiento Explanada Mataveri F2
Cabildo 4900,2,"-33.49507051665951, -70.63618770774079",Deportes/Proyectos Deportivos,Deporte,00100 MEJORAMIENTO INFRAESTRUCTURA DEPORTIVA.png,,Mejoramiento Espacio Publico y Deportivo Plaza Cabildo (Legua Junior)
Mataveri,2,"-33.48481144630483, -70.63938123887591",Deportes/Proyectos Deportivos,Deporte,00168_PROYECTO_EN_LICITAION.png,,Proyecto Mejoramiento Explanada Mataveri F3
"Carmen, 8950439 San Joaquín, Santiago, Región Metropolitana",2,"-33.483102385326035, -70.63473344504462",Deportes/Proyectos Deportivos,Deporte,00100 MEJORAMIENTO INFRAESTRUCTURA DEPORTIVA.png,,Mejoramiento Centro Deportivo Infantil - Juvenil Club Venecia
Las Industrias & Gandarillas,2,"-33.485419198344, -70.62986910864265",Deportes/Proyectos Deportivos,Deporte,00169_PROYECTO_EN_ELABORACION.png,,Proyecto Etapa Diseño Proyecto Construccion Complejo Deportivo Tenis de Mesa
Cabildo 4900,2,"-33.49507051665951, -70.63618770774079",Deportes/Proyectos Deportivos,Deporte,00169_PROYECTO_EN_ELABORACION.png,,Proyecto Proyecto Construccion Cubierta Multicancha Legua Junior
Plaza Salvador Allende,2,"-33.49012894501844, -70.63222540824857",Cultura/Fiestas y Celebraciones,Cultura,CTIVIDADES ITINERANTES.png,,Actividad Celebracion Fiestas Patrias.
Plaza Salvador Allende,2,"-33.49012894501844, -70.63222540824857",Cultura/Fiestas y Celebraciones,Cultura,0061 ESCULTURA ALLENDE.png,,Actividad conmemorativa comunal
San gregorio 3461,2,"-33.48877863445912, -70.63537901433733",Social y Comunitario,Social y Comunitario,0091 TALLERES PARA LAS MUJERES.png,,Taller Participativo Manualidades 
Mateo de Toro y Zambrano 3760,2,"-33.4913670982489, -70.63312371804608",Social y Comunitario,Social y Comunitario,0091 TALLERES PARA LAS MUJERES.png,,Taller Participativo Manualidades 
Lucrecia Fernandez 300,2,"-33.48656555328589, -70.6307517199009",Social y Comunitario,Social y Comunitario,0091 TALLERES PARA LAS MUJERES.png,,Taller Participativo Manualidades 
Alcalde Pedro Alarcon 401,2,"-33.48999135388477, -70.6321340892098",Social y Comunitario,Social y Comunitario,0091 TALLERES PARA LAS MUJERES.png,,Taller Participativo Habilidades
