Dirección,Territorio (1 al 7),Coordenadas (click derecho en maps),Nombre,Categoría,Icono (JPG o PNG),Foto (Si aplica)**,Descripción
"JJVV madeco mademsa, ureta cox 440",4,"-33.50145416359395, -70.63626025409796",AUDIENCIA EN TU BARRIO ,Social y Comunitario ,00105 AUDIENCIA EN TERRENO.png,,Audiencia en tu barrio
PH765-M.de Toro y Zambrano / esq. Prensa,4,"-33.49415389791546, -70.63345279516278",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH757-M.de Toro y Zambrano / esq. Av.Pdte. S.Allende,4,"-33.4953307300581, -70.63358670239882",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH438-Av.Pdte. Salvador Allende / esq. M.Toro y Zambrano,4,"-33.49562123094547, -70.63323922456365",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH458-Av.Pdte. Salvador Allende / esq. Martín Henríquez,4,"-33.49579307258503, -70.63305694314275",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH439-Av.Pdte. Salvador Allende / esq. Las Camelias,4,"-33.49546549574994, -70.63553251328163",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH457-Av.Pdte. Salvador Allende / esq. San Gregorio,4,"-33.49554098681336, -70.6364309480049",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH440-Av.Pdte. Salvador Allende / esq. Av. Santa Rosa,4,"-33.49522895665852, -70.63941903416585",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH201-Parada 4 / Paradero 9 Santa Rosa,4,"-33.49560529396373, -70.639669485432",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH459-Av.Pdte. Salvador Allende / esq. Juan Rivadeneira,4,"-33.495874544687666, -70.63164175853204",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH437-Av.Pdte. Salvador Allende / esq. Juan Rivadeneira,4,"-33.495808280567914, -70.63098482674376",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH168-Av. Las Industrias / esq. Av.Pdte. S.Allende,4,"-33.49559868496885, -70.6285686095194",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH460-Av.Pdte. Salvador Allende / esq. Av. Las Industrias,4,"-33.49614631092353, -70.62879078092261",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH758-Benozzo Gozzoli / esq. Ingeniero Budge,4,"-33.49719282664163, -70.63005738238797",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH764-Benozzo Gozzoli / esq. Ingeniero Budge,4,"-33.497774374112645, -70.62985353451057",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH155-Parada 2 / Paradero 9 1/2 Santa Rosa,4,"-33.49706701056696, -70.63952196276108",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH200-Parada 4 / Paradero 9 1/2 Santa Rosa,4,"-33.49812805373523, -70.63938684704878",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH511-Parada / Paradero 10 Santa Rosa,4,"-33.50101866636873, -70.63873104753206",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH1519-Ureta Cox / esq. Alonso de Ojeda,4,"-33.50111036813807, -70.63846014443185",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH154-Parada 2 / Paradero 11 Santa Rosa,4,"-33.501813505016436, -70.63899886141625",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH199-Parada 4 / Paradero 11 Santa Rosa,4,"-33.50281768157093, -70.6388799793196",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH510-Ureta Cox / esq. Cristóbal de Erazo,4,"-33.50086909162528, -70.6368426670885",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH1489-Ureta Cox / esq. Diego De Meza,4,"-33.500977721775264, -70.63679121676482",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH509-Ureta Cox / esq. Juan Griego,4,"-33.50066192318897, -70.63333470652904",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH545-Ureta Cox / esq. Galileo,4,"-33.500688762852086, -70.63229253654863",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH759-Benozzo Gozzoli / esq. Ureta Cox,4,"-33.5001069553664, -70.6297668847079",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH546-Ureta Cox / esq. Benozzo Gozzoli,4,"-33.500500605453745, -70.6299144061974",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH763-Benozzo Gozzoli / esq. Ureta Cox,4,"-33.5007153229242, -70.62958717671",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH547-Ureta Cox / esq. Av. Las Industrias,4,"-33.5003840203513, -70.62786799572505",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH760-Benozzo Gozzoli / esq. Pirámide,4,"-33.50301189310448, -70.62951218124522",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH762-Benozzo Gozzoli / esq. Pirámide,4,"-33.503568107158124, -70.62932722043944",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH218-Juan Griego / esq. Pirámide,4,"-33.50379148368668, -70.63324827702928",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH219-Pirámide / esq. Cristóbal de Erazo,4,"-33.50381049442836, -70.63657823951095",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH153-Parada 1 / Departamental - Santa Rosa,4,"-33.50650969780217, -70.63855916585815",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH29-Parada 2 / Departamental - Santa Rosa,4,"-33.50697879985866, -70.63786536457216",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH28-Parada / INFOCAP,4,"-33.50695308038458, -70.63510593675234",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH27-Av. Departamental / esq. Juan Griego,4,"-33.50693929090208, -70.63273095041107",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH779-Benozzo Gozzoli / esq. Pintor Velásquez,4,"-33.506710209140735, -70.62903175229515",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH761-Benozzo Gozzoli / esq. Av. Departamental,4,"-33.50698830487991, -70.62913779171414",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
PH26-Av. Departamental / esq. Pintor Murillo,4,"-33.50710907446969, -70.62944356353023",PROYECTO IMPACTO NIVEL COMUNAL,PLANES MAESTROS Y DESARROLLO URBANO,00113 PLANES MAESTROS Y DESARROLLO URBANO.png,,PROYECTO DE IMPACTO A NIVEL COMUNAL EN EJECUCIÓN: Plan de mantenimiento en 39 diferentes puntos de parada de buses 
Ureta Cox & Pasaje Rio Lauca,5,"-33.50029540218801, -70.62407111116771",Iluminación,Seguridad,00123 LUMINARIA.png,,Proy. “Iluminemos San Joaquín” (SPD)
Tte. Merino 179,5,"-33.49671640139215, -70.62747728036855",Iluminación,Seguridad,00123 LUMINARIA.png,,Proy. “Iluminemos San Joaquín” (SPD)
Pasaje Linares,5,"-33.49453649747479, -70.62861246496666",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Peatonal Villa Esmeralda (PMB)
Pasaje Linares,5,"-33.49453094292569, -70.62842818775741",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Peatonal Villa Esmeralda (PMB)
Pasaje Linares,5,"-33.49453094292569, -70.62828609448762",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Peatonal Villa Esmeralda (PMB)
Pasaje Linares,5,"-33.49453094292569, -70.62814400121782",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Peatonal Villa Esmeralda (PMB)
Pasaje Linares,5,"-33.494543903539714, -70.62791754006909",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Peatonal Villa Esmeralda (PMB)
Pasaje Linares,5,"-33.49454760657224, -70.62785093381609",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Peatonal Villa Esmeralda (PMB)
Pasaje Linares,5,"-33.494555012636205, -70.62763113328938",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Peatonal Villa Esmeralda (PMB)
Pasaje Linares,5,"-33.49456241869953, -70.62740911255534",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Peatonal Villa Esmeralda (PMB)
Pasaje Linares,5,"-33.494571676277815, -70.62722039493138",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Peatonal Villa Esmeralda (PMB)
Pasaje Linares,5,"-33.494586488400664, -70.62696285085187",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Peatonal Villa Esmeralda (PMB)
Pasaje Linares,5,"-33.494592042946195, -70.62676969281326",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Peatonal Villa Esmeralda (PMB)
Pasaje Linares,5,"-33.49460130052131, -70.62654989228653",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Peatonal Villa Esmeralda (PMB)
Pasaje Linares,5,"-33.49464943989929, -70.6262346228186",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Peatonal Villa Esmeralda (PMB)
Pasaje Linares,5,"-33.49465129141316, -70.62609474975615",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Peatonal Villa Esmeralda (PMB)
Pasaje Linares,5,"-33.49466795503624, -70.62583276528997",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Peatonal Villa Esmeralda (PMB)
Pasaje Coquimbo ,5,"-33.49528618363702, -70.62587231532055",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Peatonal Villa Esmeralda (PMB)
Pasaje Coquimbo ,5,"-33.49527575305159, -70.62603491577829",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Peatonal Villa Esmeralda (PMB)
Pasaje Coquimbo ,5,"-33.4952671315769, -70.62620595158795",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Peatonal Villa Esmeralda (PMB)
Llanquihue ,5,"-33.49617842044757, -70.62625372433456",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Peatonal Villa Esmeralda (PMB)
Llanquihue ,5,"-33.496061710132565, -70.62625676679784",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Peatonal Villa Esmeralda (PMB)
Llanquihue ,5,"-33.49582321465177, -70.62625676679784",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Peatonal Villa Esmeralda (PMB)
Llico & Vecinal,5,"-33.50460793492055, -70.62377240455434",Iluminación,Seguridad,00123 LUMINARIA.png,,En postulación:Mej. Iluminación Platabandas Llico Vecinal(PMB)
San Juan & Raquel,5,"-33.49865304690301, -70.6175920269975",Atencion de Emergencía DRGD ,Seguridad,00126_ATENCIONES_DE_EMERGENCIAS.png,,Incendio Raquel & San Juan
Alejandro Flores 297,5,"-33.505497036582774, -70.62538427386356",Atencion de Emergencía DRGD ,Seguridad,00126_ATENCIONES_DE_EMERGENCIAS.png,,"Casa habitación , Alejandro Flores 297"
CPF San Joaquin,5,"-33.50104943973095, -70.61630641459162",Atencion de Emergencía DRGD ,Seguridad,00126_ATENCIONES_DE_EMERGENCIAS.png,,Incendio: ; CPF Capitán Prat;
Pasaje Chitita,5,"-33.5064892837545, -70.62383205738644",Atencion de Emergencía DRGD ,Seguridad,00126_ATENCIONES_DE_EMERGENCIAS.png,,"Incendio Iglesia, Vecinal Sur /Chitita"
Haydn & Departamental,5,"-33.50772356541536, -70.6209319892088",Atencion de Emergencía DRGD ,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Caida de Arbol Haydn & Departamental
Av. Las Industrias 4740,5,"-33.50095844770863, -70.62707410455465",Atencion de Emergencía DRGD ,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Caida de arbol en Av. Las Industrias 4740
Roger Retes 303,5,"-33.5034753883081, -70.62634990455442",Atencion de Emergencía DRGD ,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Caida de Arbol Roger Retes 303
Ingeniero Budge 114,5,"-33.49808752433258, -70.6213165910638",Atencion de Emergencía DRGD,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Caida de Poste
"Salvador allende, entre San Juan y Canada",5,"-33.49653794221146, -70.61966365698898",Atencion de Emergencía DRGD,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,caida de poste
Industrias & Gabriela Mistral,5,"-33.498205942043036, -70.62776817098971",Atencion de Emergencía DRGD,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Caida de Poste
Avenida Las Industrias,5,"-33.50068853062325, -70.62730074971118",Atencion de Emergencía DRGD,Seguridad,00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Persona con mano atrapada en sumidero
 Av. Vicuña Mackenna 5065,5,"-33.50136785096471, -70.61579320455452",Atencion de Emergencía DRGD,"Seguridad,ACTIVIDADES COMUNITARIAS DGRD",00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Simulacro de Terremoto e Incendio.
Capitán Prat 20,5,"-33.501084329287046, -70.61628038920924",Atencion de Emergencía DRGD,"Seguridad,ACTIVIDADES COMUNITARIAS DGRD",00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,Simulacro de Incendio en el Centro Penitenciario Femenino de San Joaquín
Piramide 296,5,"-33.503158360563525, -70.62623363470944",Atencion de Emergencía DRGD,"Seguridad,ACTIVIDADES COMUNITARIAS DGRD",00137_OPERATIVO_DE_EMERGENCIA_DGRD.png,,"Mesa Territorial, territorios 4 y 5, Sede Social Las Industrias"
Huara 5379,5,"-33.505560617645436, -70.62459528823777",Medio Ambiente,Desarrollo Urbano,0017 PROYECTOS EJECUTADOS.png,,Mej. Platabanda Escuela Básica Fray Camilo Henríquez
Mahiue & LLico,5,"-33.504890813385714, -70.6188683290594",Areas Verdes,Desarrollo Urbano,0017 Proyectos Ejecutados.Png,,Mej. Parque Maihue tramo sur (FNDR-FRIL) (en licitación)
Ureta Cox & Haydn,5,"-33.50067441260724, -70.62265878766107",Areas Verdes,Desarrollo Urbano,0017 Proyectos Ejecutados.Png,,"Mej. Platabanda Haydn, para instalación de Estacionamientos Seguros"
Matte Hurtado & Llico,5,"-33.50511865592841, -70.61798164637226",Areas Verdes,Desarrollo Urbano,0027 PROYECTOS POR EJECUTARSE 2025 PNG.,,Mej. De Instalación de toldos en diversas plazas de la comuna. Matte Hurtado Norte
Parque Mahiue & Piramide,5,"-33.50323995555343, -70.6195265987917",Areas Verdes,Desarrollo Urbano,00168_PROYECTO_EN_LICITACION.png,,Conservación Parque Maihue norte (SERVIU)
Linares & LLanquihue,5,"-33.494603578031864, -70.62619350437613",Areas Verdes,Desarrollo Urbano,0072 P. AREAS VERDES EJECUTADOS.png,,Mej. Espacios Públicos Villa Esmeralda (FNDR-FRIL)
Llinquil & Loanco,5,"-33.503791372419215, -70.62089134873621",Areas Verdes,Desarrollo Urbano,0072 P. AREAS VERDES EJECUTADOS.png,,"Mej. Espacio público á verde Linquil, com de S Joaquín (FNDR-FRIL)"
Toconao & tignamar,5,"-33.50368886718441, -70.62474322151952",Areas Verdes,Desarrollo Urbano,0072 P. AREAS VERDES EJECUTADOS.png,,Equip. diversas plazas interiores de la comuna (Toconao y Cuya) (PMU)
Cuya & Camina,5,"-33.505986504013514, -70.62290631617698",Areas Verdes,Desarrollo Urbano,0072 P. AREAS VERDES EJECUTADOS.png,,Equip. diversas plazas interiores de la comuna (Toconao y Cuya) (PMU)
Pelicano & Chincol,5,"-33.507223498793756, -70.61542825485458",Areas Verdes,Desarrollo Urbano,0073 P. AREAS VERDES EN EJECUCION.png,,Mejoramiento entorno explanada Villa Campus Universitario (FNDR-FRIL)
Matte Hurtado & Pasaje Luiz Recabarren,5,"-33.50731774111304, -70.61731375145294",Areas Verdes,Desarrollo Urbano,0071 MEJORAMIENTO PLAZAS.png,,Mej. para Diversas Plazas con Instalación de Sombreaderos y Juegos Infantiles. Sector Sur  (Pza. Matte Hurtado sur) (PMU)      
Villa Campus Universitario,5,"-33.50722182528607, -70.6154176148586",Areas Verdes,Desarrollo Urbano,0075 SEMBRANDO EL BUEN VIVIR.png,,GESTIÓN DE ARBOLADO Y ÁREAS VERDES: plaza Campus Universitario
Villa Campus Universitario,5,"-33.50722182528607, -70.6154176148586",Areas Verdes,Medio Ambiente / Reforestacion,0070 INTERVENCIONES COMUNITARIAS.png,,"Recuperación de espacios en villa Campus, Departamental con Vicuña"
Vecinal & Piramide,5,"-33.502826317001094, -70.6241521102404",Areas Verdes,Medio Ambiente / Reforestacion,0070 INTERVENCIONES COMUNITARIAS.png,,Recuperación de espacios en Vecinal con Pirámide (35 vecinos)
Industrias & Departamental,5,"-33.507371139781256, -70.62506573190028",Areas Verdes,Medio Ambiente / Reforestacion,0070 INTERVENCIONES COMUNITARIAS.png,,"Recuperación de espacios en plaza José Martí (av. las Industrias/ Departamental), (35 vecinos)"
Vecinal & Departamental,5,"-33.507234407905564, -70.62307450521844",Areas Verdes,Medio Ambiente / Reforestacion,0070 INTERVENCIONES COMUNITARIAS.png,,"Recuperación de espacios comité ambiental los block, Vecinal /Departamental, (35 vecinos)"
Ing. Budge & Rev. Javier Pero,5,"-33.49817710976189, -70.62380213339112",Areas Verdes,Medio Ambiente / Educacion Ambiental,00164_EDUCACION_AMBIENTAL.png,,"Salida Ecológica a Humedal y borde costero Cartagena, 40 vecinos de Escuela Agroecológica Reverendo Javier Peró"
Ing. Budge & Rev. Javier Pero,5,"-33.49817710976189, -70.62380213339113",Areas Verdes,Medio Ambiente / Educacion Ambiental,00164_EDUCACION_AMBIENTAL.png,,"Las Florcitas de Reverendo Peró, JJVV Rev Javier Peró esq Ingeniero Budge"
Escuela Fray Camilo Henríquez,5,"-33.50558298275774, -70.62454164502716",Areas Verdes,Medio Ambiente / Educacion Ambiental,00164_EDUCACION_AMBIENTAL.png,,Escuela Fray Camilo Henríquez
Ing. Budge & Av. Haydn,5,"-33.49812457119753, -70.62291544502767",Aseo y Reciclaje,Medio Ambiente / Reciclaje,0041 ASEO Y RECICLAJE.png,,Punto de reciclaje en BNUP en el territorio 5: Ingeniero Budge con Haydn
Vecinal & Gabriela Mistral,5,"-33.49817287127236, -70.62511602175461",Aseo y Reciclaje,Medio Ambiente / Reciclaje,0041 ASEO Y RECICLAJE.png,,Punto de reciclaje en BNUP en el territorio 5: Gabriela Mistral 1
Gabriela Mistral 2,5,"-33.49825339255462, -70.62613526120654",Aseo y Reciclaje,Medio Ambiente / Reciclaje,0041 ASEO Y RECICLAJE.png,,Punto de reciclaje en BNUP en el territorio 5: Gabriela Mistral  2
